,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,gdp_for_year ($) ,gdp_per_capita ($),generation,region,HDI
12446,Switzerland,2000,male,75+ years,152,184589,82.35,Switzerland2000,272055499941,39952,G.I. Generation,Europe,0.889
12447,Switzerland,2000,male,55-74 years,239,649009,36.83,Switzerland2000,272055499941,39952,Silent,Europe,0.889
12448,Switzerland,2000,male,35-54 years,360,1094229,32.9,Switzerland2000,272055499941,39952,Boomers,Europe,0.889
12449,Switzerland,2000,male,25-34 years,147,530378,27.72,Switzerland2000,272055499941,39952,Generation X,Europe,0.889
12450,Switzerland,2000,female,75+ years,79,330903,23.87,Switzerland2000,272055499941,39952,G.I. Generation,Europe,0.889
12451,Switzerland,2000,male,15-24 years,79,426957,18.5,Switzerland2000,272055499941,39952,Generation X,Europe,0.889
12452,Switzerland,2000,female,55-74 years,128,723750,17.69,Switzerland2000,272055499941,39952,Silent,Europe,0.889
12453,Switzerland,2000,female,35-54 years,124,1072711,11.56,Switzerland2000,272055499941,39952,Boomers,Europe,0.889
12454,Switzerland,2000,female,25-34 years,47,537823,8.74,Switzerland2000,272055499941,39952,Generation X,Europe,0.889
12455,Switzerland,2000,female,15-24 years,20,410136,4.88,Switzerland2000,272055499941,39952,Generation X,Europe,0.889
12456,Switzerland,2000,male,5-14 years,4,436831,0.92,Switzerland2000,272055499941,39952,Millenials,Europe,0.889
12457,Switzerland,2000,female,5-14 years,1,412273,0.24,Switzerland2000,272055499941,39952,Millenials,Europe,0.889
12458,Switzerland,2001,male,75+ years,160,188628,84.82,Switzerland2001,278631271391,40582,Silent,Europe,0.8909999999999999
12459,Switzerland,2001,male,55-74 years,263,664460,39.58,Switzerland2001,278631271391,40582,Silent,Europe,0.8909999999999999
12460,Switzerland,2001,male,35-54 years,325,1108319,29.32,Switzerland2001,278631271391,40582,Boomers,Europe,0.8909999999999999
12461,Switzerland,2001,female,75+ years,86,336369,25.57,Switzerland2001,278631271391,40582,Silent,Europe,0.8909999999999999
12462,Switzerland,2001,male,15-24 years,95,432247,21.98,Switzerland2001,278631271391,40582,Millenials,Europe,0.8909999999999999
12463,Switzerland,2001,male,25-34 years,101,519553,19.44,Switzerland2001,278631271391,40582,Generation X,Europe,0.8909999999999999
12464,Switzerland,2001,female,55-74 years,125,734955,17.01,Switzerland2001,278631271391,40582,Silent,Europe,0.8909999999999999
12465,Switzerland,2001,female,35-54 years,123,1087663,11.31,Switzerland2001,278631271391,40582,Boomers,Europe,0.8909999999999999
12466,Switzerland,2001,female,25-34 years,35,527458,6.64,Switzerland2001,278631271391,40582,Generation X,Europe,0.8909999999999999
12467,Switzerland,2001,female,15-24 years,21,414858,5.06,Switzerland2001,278631271391,40582,Millenials,Europe,0.8909999999999999
12468,Switzerland,2001,female,5-14 years,3,413077,0.73,Switzerland2001,278631271391,40582,Millenials,Europe,0.8909999999999999
12469,Switzerland,2001,male,5-14 years,1,438255,0.23,Switzerland2001,278631271391,40582,Millenials,Europe,0.8909999999999999
12470,Switzerland,2002,male,75+ years,163,197218,82.65,Switzerland2002,301416810214,43419,Silent,Europe,0.8909999999999999
12471,Switzerland,2002,male,55-74 years,268,686103,39.06,Switzerland2002,301416810214,43419,Silent,Europe,0.8909999999999999
12472,Switzerland,2002,female,75+ years,108,348120,31.02,Switzerland2002,301416810214,43419,Silent,Europe,0.8909999999999999
12473,Switzerland,2002,male,35-54 years,332,1123342,29.55,Switzerland2002,301416810214,43419,Boomers,Europe,0.8909999999999999
12474,Switzerland,2002,male,25-34 years,140,508396,27.54,Switzerland2002,301416810214,43419,Generation X,Europe,0.8909999999999999
12475,Switzerland,2002,female,55-74 years,147,751668,19.56,Switzerland2002,301416810214,43419,Silent,Europe,0.8909999999999999
12476,Switzerland,2002,male,15-24 years,77,432755,17.79,Switzerland2002,301416810214,43419,Millenials,Europe,0.8909999999999999
12477,Switzerland,2002,female,35-54 years,151,1109627,13.61,Switzerland2002,301416810214,43419,Boomers,Europe,0.8909999999999999
12478,Switzerland,2002,female,15-24 years,28,420181,6.66,Switzerland2002,301416810214,43419,Millenials,Europe,0.8909999999999999
12479,Switzerland,2002,female,25-34 years,31,514628,6.02,Switzerland2002,301416810214,43419,Generation X,Europe,0.8909999999999999
12480,Switzerland,2002,female,5-14 years,1,413946,0.24,Switzerland2002,301416810214,43419,Millenials,Europe,0.8909999999999999
12481,Switzerland,2002,male,5-14 years,0,436026,0.0,Switzerland2002,301416810214,43419,Millenials,Europe,0.8909999999999999
12482,Switzerland,2003,male,75+ years,148,198955,74.39,Switzerland2003,352914820747,50639,Silent,Europe,0.8959999999999999
12483,Switzerland,2003,male,55-74 years,231,694078,33.28,Switzerland2003,352914820747,50639,Silent,Europe,0.8959999999999999
12484,Switzerland,2003,female,75+ years,115,349975,32.86,Switzerland2003,352914820747,50639,Silent,Europe,0.8959999999999999
12485,Switzerland,2003,male,35-54 years,303,1129591,26.82,Switzerland2003,352914820747,50639,Boomers,Europe,0.8959999999999999
12486,Switzerland,2003,male,15-24 years,79,435746,18.13,Switzerland2003,352914820747,50639,Millenials,Europe,0.8959999999999999
12487,Switzerland,2003,female,55-74 years,137,757920,18.08,Switzerland2003,352914820747,50639,Silent,Europe,0.8959999999999999
12488,Switzerland,2003,male,25-34 years,85,504671,16.84,Switzerland2003,352914820747,50639,Generation X,Europe,0.8959999999999999
12489,Switzerland,2003,female,35-54 years,116,1116103,10.39,Switzerland2003,352914820747,50639,Boomers,Europe,0.8959999999999999
12490,Switzerland,2003,female,25-34 years,28,511185,5.48,Switzerland2003,352914820747,50639,Generation X,Europe,0.8959999999999999
12491,Switzerland,2003,female,15-24 years,21,423129,4.96,Switzerland2003,352914820747,50639,Millenials,Europe,0.8959999999999999
12492,Switzerland,2003,female,5-14 years,4,412868,0.97,Switzerland2003,352914820747,50639,Millenials,Europe,0.8959999999999999
12493,Switzerland,2003,male,5-14 years,2,435072,0.46,Switzerland2003,352914820747,50639,Millenials,Europe,0.8959999999999999
12494,Switzerland,2004,male,75+ years,160,203675,78.56,Switzerland2004,394163688621,56123,Silent,Europe,0.9009999999999999
12495,Switzerland,2004,male,55-74 years,236,709636,33.26,Switzerland2004,394163688621,56123,Silent,Europe,0.9009999999999999
12496,Switzerland,2004,female,75+ years,107,355144,30.13,Switzerland2004,394163688621,56123,Silent,Europe,0.9009999999999999
12497,Switzerland,2004,male,35-54 years,310,1140983,27.17,Switzerland2004,394163688621,56123,Boomers,Europe,0.9009999999999999
12498,Switzerland,2004,female,55-74 years,146,769882,18.96,Switzerland2004,394163688621,56123,Silent,Europe,0.9009999999999999
12499,Switzerland,2004,male,25-34 years,86,498009,17.27,Switzerland2004,394163688621,56123,Generation X,Europe,0.9009999999999999
12500,Switzerland,2004,male,15-24 years,64,441485,14.5,Switzerland2004,394163688621,56123,Millenials,Europe,0.9009999999999999
12501,Switzerland,2004,female,35-54 years,119,1128429,10.55,Switzerland2004,394163688621,56123,Boomers,Europe,0.9009999999999999
12502,Switzerland,2004,female,25-34 years,34,504589,6.74,Switzerland2004,394163688621,56123,Generation X,Europe,0.9009999999999999
12503,Switzerland,2004,female,15-24 years,21,428412,4.9,Switzerland2004,394163688621,56123,Millenials,Europe,0.9009999999999999
12504,Switzerland,2004,male,5-14 years,1,432800,0.23,Switzerland2004,394163688621,56123,Millenials,Europe,0.9009999999999999
12505,Switzerland,2004,female,5-14 years,0,410122,0.0,Switzerland2004,394163688621,56123,Millenials,Europe,0.9009999999999999
12506,Switzerland,2005,male,75+ years,177,209040,84.67,Switzerland2005,408689353999,57790,Silent,Europe,0.9059999999999999
12507,Switzerland,2005,male,55-74 years,253,724348,34.93,Switzerland2005,408689353999,57790,Silent,Europe,0.9059999999999999
12508,Switzerland,2005,male,35-54 years,308,1150857,26.76,Switzerland2005,408689353999,57790,Boomers,Europe,0.9059999999999999
12509,Switzerland,2005,female,75+ years,95,361212,26.3,Switzerland2005,408689353999,57790,Silent,Europe,0.9059999999999999
12510,Switzerland,2005,male,25-34 years,90,493144,18.25,Switzerland2005,408689353999,57790,Generation X,Europe,0.9059999999999999
12511,Switzerland,2005,male,15-24 years,69,446784,15.44,Switzerland2005,408689353999,57790,Millenials,Europe,0.9059999999999999
12512,Switzerland,2005,female,55-74 years,119,780995,15.24,Switzerland2005,408689353999,57790,Silent,Europe,0.9059999999999999
12513,Switzerland,2005,female,35-54 years,123,1139207,10.8,Switzerland2005,408689353999,57790,Boomers,Europe,0.9059999999999999
12514,Switzerland,2005,female,25-34 years,40,499595,8.01,Switzerland2005,408689353999,57790,Generation X,Europe,0.9059999999999999
12515,Switzerland,2005,female,15-24 years,23,432571,5.32,Switzerland2005,408689353999,57790,Millenials,Europe,0.9059999999999999
12516,Switzerland,2005,male,5-14 years,2,428639,0.47,Switzerland2005,408689353999,57790,Millenials,Europe,0.9059999999999999
12517,Switzerland,2005,female,5-14 years,0,405599,0.0,Switzerland2005,408689353999,57790,Millenials,Europe,0.9059999999999999
12518,Switzerland,2006,male,75+ years,163,214630,75.94,Switzerland2006,430921192375,60536,Silent,Europe,0.912
12519,Switzerland,2006,male,55-74 years,262,737861,35.51,Switzerland2006,430921192375,60536,Silent,Europe,0.912
12520,Switzerland,2006,female,75+ years,108,367433,29.39,Switzerland2006,430921192375,60536,Silent,Europe,0.912
12521,Switzerland,2006,male,35-54 years,277,1160789,23.86,Switzerland2006,430921192375,60536,Boomers,Europe,0.912
12522,Switzerland,2006,male,25-34 years,95,490111,19.38,Switzerland2006,430921192375,60536,Generation X,Europe,0.912
12523,Switzerland,2006,female,55-74 years,149,791524,18.82,Switzerland2006,430921192375,60536,Silent,Europe,0.912
12524,Switzerland,2006,male,15-24 years,64,451849,14.16,Switzerland2006,430921192375,60536,Millenials,Europe,0.912
12525,Switzerland,2006,female,35-54 years,129,1149200,11.23,Switzerland2006,430921192375,60536,Boomers,Europe,0.912
12526,Switzerland,2006,female,25-34 years,34,496129,6.85,Switzerland2006,430921192375,60536,Generation X,Europe,0.912
12527,Switzerland,2006,female,15-24 years,23,436450,5.27,Switzerland2006,430921192375,60536,Millenials,Europe,0.912
12528,Switzerland,2006,female,5-14 years,3,399721,0.75,Switzerland2006,430921192375,60536,Millenials,Europe,0.912
12529,Switzerland,2006,male,5-14 years,2,422780,0.47,Switzerland2006,430921192375,60536,Millenials,Europe,0.912
12530,Switzerland,2007,male,75+ years,191,220706,86.54,Switzerland2007,479913034322,66807,Silent,Europe,0.915
12531,Switzerland,2007,male,55-74 years,275,751082,36.61,Switzerland2007,479913034322,66807,Silent,Europe,0.915
12532,Switzerland,2007,female,75+ years,122,373618,32.65,Switzerland2007,479913034322,66807,Silent,Europe,0.915
12533,Switzerland,2007,male,35-54 years,297,1173821,25.3,Switzerland2007,479913034322,66807,Boomers,Europe,0.915
12534,Switzerland,2007,female,55-74 years,138,802392,17.2,Switzerland2007,479913034322,66807,Silent,Europe,0.915
12535,Switzerland,2007,male,25-34 years,80,493019,16.23,Switzerland2007,479913034322,66807,Generation X,Europe,0.915
12536,Switzerland,2007,male,15-24 years,74,457991,16.16,Switzerland2007,479913034322,66807,Millenials,Europe,0.915
12537,Switzerland,2007,female,35-54 years,111,1159958,9.57,Switzerland2007,479913034322,66807,Boomers,Europe,0.915
12538,Switzerland,2007,female,15-24 years,36,441640,8.15,Switzerland2007,479913034322,66807,Millenials,Europe,0.915
12539,Switzerland,2007,female,25-34 years,32,497366,6.43,Switzerland2007,479913034322,66807,Generation X,Europe,0.915
12540,Switzerland,2007,male,5-14 years,3,417683,0.72,Switzerland2007,479913034322,66807,Generation Z,Europe,0.915
12541,Switzerland,2007,female,5-14 years,1,394319,0.25,Switzerland2007,479913034322,66807,Generation Z,Europe,0.915
12542,Switzerland,2008,male,75+ years,175,226861,77.14,Switzerland2008,554363487120,76202,Silent,Europe,0.917
12543,Switzerland,2008,male,55-74 years,251,765611,32.78,Switzerland2008,554363487120,76202,Silent,Europe,0.917
12544,Switzerland,2008,female,75+ years,117,379587,30.82,Switzerland2008,554363487120,76202,Silent,Europe,0.917
12545,Switzerland,2008,male,35-54 years,291,1190221,24.45,Switzerland2008,554363487120,76202,Boomers,Europe,0.917
12546,Switzerland,2008,female,55-74 years,160,814507,19.64,Switzerland2008,554363487120,76202,Silent,Europe,0.917
12547,Switzerland,2008,male,25-34 years,79,502793,15.71,Switzerland2008,554363487120,76202,Generation X,Europe,0.917
12548,Switzerland,2008,male,15-24 years,64,465273,13.76,Switzerland2008,554363487120,76202,Millenials,Europe,0.917
12549,Switzerland,2008,female,35-54 years,112,1172352,9.55,Switzerland2008,554363487120,76202,Boomers,Europe,0.917
12550,Switzerland,2008,female,25-34 years,35,504566,6.94,Switzerland2008,554363487120,76202,Generation X,Europe,0.917
12551,Switzerland,2008,female,15-24 years,29,447843,6.48,Switzerland2008,554363487120,76202,Millenials,Europe,0.917
12552,Switzerland,2008,male,5-14 years,1,414488,0.24,Switzerland2008,554363487120,76202,Generation Z,Europe,0.917
12553,Switzerland,2008,female,5-14 years,0,390773,0.0,Switzerland2008,554363487120,76202,Generation Z,Europe,0.917
12554,Switzerland,2009,male,75+ years,124,233232,53.17,Switzerland2009,541506500414,73529,Silent,Europe,0.927
12555,Switzerland,2009,male,55-74 years,242,780927,30.99,Switzerland2009,541506500414,73529,Silent,Europe,0.927
12556,Switzerland,2009,male,35-54 years,311,1204496,25.82,Switzerland2009,541506500414,73529,Boomers,Europe,0.927
12557,Switzerland,2009,male,15-24 years,75,470230,15.95,Switzerland2009,541506500414,73529,Millenials,Europe,0.927
12558,Switzerland,2009,male,25-34 years,72,512293,14.05,Switzerland2009,541506500414,73529,Generation X,Europe,0.927
12559,Switzerland,2009,female,75+ years,41,385288,10.64,Switzerland2009,541506500414,73529,Silent,Europe,0.927
12560,Switzerland,2009,female,55-74 years,85,827353,10.27,Switzerland2009,541506500414,73529,Silent,Europe,0.927
12561,Switzerland,2009,female,35-54 years,106,1184336,8.95,Switzerland2009,541506500414,73529,Boomers,Europe,0.927
12562,Switzerland,2009,female,25-34 years,25,512791,4.88,Switzerland2009,541506500414,73529,Generation X,Europe,0.927
12563,Switzerland,2009,female,15-24 years,20,452598,4.42,Switzerland2009,541506500414,73529,Millenials,Europe,0.927
12564,Switzerland,2009,male,5-14 years,3,412300,0.73,Switzerland2009,541506500414,73529,Generation Z,Europe,0.927
12565,Switzerland,2009,female,5-14 years,1,388714,0.26,Switzerland2009,541506500414,73529,Generation Z,Europe,0.927
12566,Switzerland,2010,male,75+ years,114,239990,47.5,Switzerland2010,583782977866,78474,Silent,Europe,0.932
12567,Switzerland,2010,male,55-74 years,220,796644,27.62,Switzerland2010,583782977866,78474,Silent,Europe,0.932
12568,Switzerland,2010,male,35-54 years,267,1213413,22.0,Switzerland2010,583782977866,78474,Generation X,Europe,0.932
12569,Switzerland,2010,male,25-34 years,74,519177,14.25,Switzerland2010,583782977866,78474,Generation X,Europe,0.932
12570,Switzerland,2010,female,55-74 years,96,840601,11.42,Switzerland2010,583782977866,78474,Silent,Europe,0.932
12571,Switzerland,2010,male,15-24 years,47,472649,9.94,Switzerland2010,583782977866,78474,Millenials,Europe,0.932
12572,Switzerland,2010,female,75+ years,36,391055,9.21,Switzerland2010,583782977866,78474,Silent,Europe,0.932
12573,Switzerland,2010,female,35-54 years,103,1193316,8.63,Switzerland2010,583782977866,78474,Generation X,Europe,0.932
12574,Switzerland,2010,female,25-34 years,32,519835,6.16,Switzerland2010,583782977866,78474,Generation X,Europe,0.932
12575,Switzerland,2010,female,15-24 years,15,455057,3.3,Switzerland2010,583782977866,78474,Millenials,Europe,0.932
12576,Switzerland,2010,male,5-14 years,2,410594,0.49,Switzerland2010,583782977866,78474,Generation Z,Europe,0.932
12577,Switzerland,2010,female,5-14 years,0,386816,0.0,Switzerland2010,583782977866,78474,Generation Z,Europe,0.932
12578,Switzerland,2011,male,75+ years,125,243790,51.27,Switzerland2011,699579638638,93053,Silent,Europe,0.932
12579,Switzerland,2011,male,55-74 years,221,810438,27.27,Switzerland2011,699579638638,93053,Boomers,Europe,0.932
12580,Switzerland,2011,male,35-54 years,261,1217823,21.43,Switzerland2011,699579638638,93053,Generation X,Europe,0.932
12581,Switzerland,2011,male,25-34 years,81,537091,15.08,Switzerland2011,699579638638,93053,Millenials,Europe,0.932
12582,Switzerland,2011,male,15-24 years,67,478339,14.01,Switzerland2011,699579638638,93053,Millenials,Europe,0.932
12583,Switzerland,2011,female,75+ years,44,391559,11.24,Switzerland2011,699579638638,93053,Silent,Europe,0.932
12584,Switzerland,2011,female,55-74 years,94,853485,11.01,Switzerland2011,699579638638,93053,Boomers,Europe,0.932
12585,Switzerland,2011,female,35-54 years,98,1199133,8.17,Switzerland2011,699579638638,93053,Generation X,Europe,0.932
12586,Switzerland,2011,female,25-34 years,25,528301,4.73,Switzerland2011,699579638638,93053,Millenials,Europe,0.932
12587,Switzerland,2011,female,15-24 years,15,459710,3.26,Switzerland2011,699579638638,93053,Millenials,Europe,0.932
12588,Switzerland,2011,male,5-14 years,2,409701,0.49,Switzerland2011,699579638638,93053,Generation Z,Europe,0.932
12589,Switzerland,2011,female,5-14 years,1,388670,0.26,Switzerland2011,699579638638,93053,Generation Z,Europe,0.932
12590,Switzerland,2012,male,75+ years,129,250132,51.57,Switzerland2012,668043614123,87951,Silent,Europe,0.935
12591,Switzerland,2012,male,55-74 years,238,829160,28.7,Switzerland2012,668043614123,87951,Boomers,Europe,0.935
12592,Switzerland,2012,male,35-54 years,251,1224836,20.49,Switzerland2012,668043614123,87951,Generation X,Europe,0.935
12593,Switzerland,2012,male,15-24 years,65,479646,13.55,Switzerland2012,668043614123,87951,Millenials,Europe,0.935
12594,Switzerland,2012,male,25-34 years,66,546564,12.08,Switzerland2012,668043614123,87951,Millenials,Europe,0.935
12595,Switzerland,2012,female,55-74 years,102,869527,11.73,Switzerland2012,668043614123,87951,Boomers,Europe,0.935
12596,Switzerland,2012,female,75+ years,41,396763,10.33,Switzerland2012,668043614123,87951,Silent,Europe,0.935
12597,Switzerland,2012,female,35-54 years,104,1205654,8.63,Switzerland2012,668043614123,87951,Generation X,Europe,0.935
12598,Switzerland,2012,female,25-34 years,29,536457,5.41,Switzerland2012,668043614123,87951,Millenials,Europe,0.935
12599,Switzerland,2012,female,15-24 years,10,460498,2.17,Switzerland2012,668043614123,87951,Millenials,Europe,0.935
12600,Switzerland,2012,male,5-14 years,3,408718,0.73,Switzerland2012,668043614123,87951,Generation Z,Europe,0.935
12601,Switzerland,2012,female,5-14 years,0,387636,0.0,Switzerland2012,668043614123,87951,Generation Z,Europe,0.935
12602,Switzerland,2013,male,75+ years,146,256661,56.88,Switzerland2013,688504173431,89634,Silent,Europe,0.938
12603,Switzerland,2013,male,55-74 years,253,848732,29.81,Switzerland2013,688504173431,89634,Boomers,Europe,0.938
12604,Switzerland,2013,male,35-54 years,255,1233315,20.68,Switzerland2013,688504173431,89634,Generation X,Europe,0.938
12605,Switzerland,2013,male,25-34 years,78,556884,14.01,Switzerland2013,688504173431,89634,Millenials,Europe,0.938
12606,Switzerland,2013,female,55-74 years,109,886881,12.29,Switzerland2013,688504173431,89634,Boomers,Europe,0.938
12607,Switzerland,2013,male,15-24 years,52,480011,10.83,Switzerland2013,688504173431,89634,Millenials,Europe,0.938
12608,Switzerland,2013,female,75+ years,37,401512,9.22,Switzerland2013,688504173431,89634,Silent,Europe,0.938
12609,Switzerland,2013,female,35-54 years,100,1212632,8.25,Switzerland2013,688504173431,89634,Generation X,Europe,0.938
12610,Switzerland,2013,female,25-34 years,21,545796,3.85,Switzerland2013,688504173431,89634,Millenials,Europe,0.938
12611,Switzerland,2013,female,15-24 years,17,460483,3.69,Switzerland2013,688504173431,89634,Millenials,Europe,0.938
12612,Switzerland,2013,male,5-14 years,2,409829,0.49,Switzerland2013,688504173431,89634,Generation Z,Europe,0.938
12613,Switzerland,2013,female,5-14 years,1,388582,0.26,Switzerland2013,688504173431,89634,Generation Z,Europe,0.938
12614,Switzerland,2014,male,75+ years,144,267638,53.8,Switzerland2014,709182559935,90809,Silent,Europe,0.9390000000000001
12615,Switzerland,2014,male,55-74 years,249,871329,28.58,Switzerland2014,709182559935,90809,Boomers,Europe,0.9390000000000001
12616,Switzerland,2014,male,35-54 years,245,1244576,19.69,Switzerland2014,709182559935,90809,Generation X,Europe,0.9390000000000001
12617,Switzerland,2014,male,25-34 years,68,572530,11.88,Switzerland2014,709182559935,90809,Millenials,Europe,0.9390000000000001
12618,Switzerland,2014,female,75+ years,47,408120,11.52,Switzerland2014,709182559935,90809,Silent,Europe,0.9390000000000001
12619,Switzerland,2014,male,15-24 years,48,488444,9.83,Switzerland2014,709182559935,90809,Millenials,Europe,0.9390000000000001
12620,Switzerland,2014,female,55-74 years,88,904916,9.72,Switzerland2014,709182559935,90809,Boomers,Europe,0.9390000000000001
12621,Switzerland,2014,female,35-54 years,95,1223053,7.77,Switzerland2014,709182559935,90809,Generation X,Europe,0.9390000000000001
12622,Switzerland,2014,female,25-34 years,30,565099,5.31,Switzerland2014,709182559935,90809,Millenials,Europe,0.9390000000000001
12623,Switzerland,2014,female,15-24 years,14,468004,2.99,Switzerland2014,709182559935,90809,Millenials,Europe,0.9390000000000001
12624,Switzerland,2014,female,5-14 years,2,387232,0.52,Switzerland2014,709182559935,90809,Generation Z,Europe,0.9390000000000001
12625,Switzerland,2014,male,5-14 years,2,408680,0.49,Switzerland2014,709182559935,90809,Generation Z,Europe,0.9390000000000001
12626,Switzerland,2015,male,75+ years,143,275569,51.89,Switzerland2015,679289166858,86068,Silent,Europe,0.943
12627,Switzerland,2015,male,55-74 years,264,891482,29.61,Switzerland2015,679289166858,86068,Boomers,Europe,0.943
12628,Switzerland,2015,male,35-54 years,242,1248988,19.38,Switzerland2015,679289166858,86068,Generation X,Europe,0.943
12629,Switzerland,2015,male,25-34 years,80,586880,13.63,Switzerland2015,679289166858,86068,Millenials,Europe,0.943
12630,Switzerland,2015,male,15-24 years,62,482708,12.84,Switzerland2015,679289166858,86068,Millenials,Europe,0.943
12631,Switzerland,2015,female,75+ years,41,414205,9.9,Switzerland2015,679289166858,86068,Silent,Europe,0.943
12632,Switzerland,2015,female,35-54 years,111,1227126,9.05,Switzerland2015,679289166858,86068,Generation X,Europe,0.943
12633,Switzerland,2015,female,55-74 years,82,922222,8.89,Switzerland2015,679289166858,86068,Boomers,Europe,0.943
12634,Switzerland,2015,female,15-24 years,20,462559,4.32,Switzerland2015,679289166858,86068,Millenials,Europe,0.943
12635,Switzerland,2015,female,25-34 years,24,577973,4.15,Switzerland2015,679289166858,86068,Millenials,Europe,0.943
12636,Switzerland,2015,female,5-14 years,2,390910,0.51,Switzerland2015,679289166858,86068,Generation Z,Europe,0.943
12637,Switzerland,2015,male,5-14 years,2,411880,0.49,Switzerland2015,679289166858,86068,Generation Z,Europe,0.943
12638,Turkey,2009,male,75+ years,33,806623,4.09,Turkey2009,644639902581,9773,Silent,Europe,0.721
12639,Turkey,2009,male,55-74 years,130,3897113,3.34,Turkey2009,644639902581,9773,Silent,Europe,0.721
12640,Turkey,2009,male,35-54 years,287,9160329,3.13,Turkey2009,644639902581,9773,Boomers,Europe,0.721
12641,Turkey,2009,male,25-34 years,189,6272520,3.01,Turkey2009,644639902581,9773,Generation X,Europe,0.721
12642,Turkey,2009,male,15-24 years,139,6380792,2.18,Turkey2009,644639902581,9773,Millenials,Europe,0.721
12643,Turkey,2009,female,75+ years,17,1170072,1.45,Turkey2009,644639902581,9773,Silent,Europe,0.721
12644,Turkey,2009,female,15-24 years,74,6097408,1.21,Turkey2009,644639902581,9773,Millenials,Europe,0.721
12645,Turkey,2009,female,55-74 years,38,4301203,0.88,Turkey2009,644639902581,9773,Silent,Europe,0.721
12646,Turkey,2009,female,25-34 years,44,6101898,0.72,Turkey2009,644639902581,9773,Generation X,Europe,0.721
12647,Turkey,2009,female,35-54 years,58,9027289,0.64,Turkey2009,644639902581,9773,Boomers,Europe,0.721
12648,Turkey,2009,male,5-14 years,23,6542691,0.35,Turkey2009,644639902581,9773,Generation Z,Europe,0.721
12649,Turkey,2009,female,5-14 years,18,6204481,0.29,Turkey2009,644639902581,9773,Generation Z,Europe,0.721
12650,Turkey,2010,male,75+ years,63,841083,7.49,Turkey2010,771901768698,11525,Silent,Europe,0.743
12651,Turkey,2010,male,35-54 years,397,9318882,4.26,Turkey2010,771901768698,11525,Generation X,Europe,0.743
12652,Turkey,2010,male,55-74 years,175,4131848,4.24,Turkey2010,771901768698,11525,Silent,Europe,0.743
12653,Turkey,2010,male,25-34 years,248,6363299,3.9,Turkey2010,771901768698,11525,Generation X,Europe,0.743
12654,Turkey,2010,male,15-24 years,238,6411111,3.71,Turkey2010,771901768698,11525,Millenials,Europe,0.743
12655,Turkey,2010,female,75+ years,28,1226764,2.28,Turkey2010,771901768698,11525,Silent,Europe,0.743
12656,Turkey,2010,female,15-24 years,95,6118805,1.55,Turkey2010,771901768698,11525,Millenials,Europe,0.743
12657,Turkey,2010,female,55-74 years,57,4537405,1.26,Turkey2010,771901768698,11525,Silent,Europe,0.743
12658,Turkey,2010,female,35-54 years,110,9153406,1.2,Turkey2010,771901768698,11525,Generation X,Europe,0.743
12659,Turkey,2010,female,25-34 years,61,6170592,0.99,Turkey2010,771901768698,11525,Generation X,Europe,0.743
12660,Turkey,2010,male,5-14 years,27,6519482,0.41,Turkey2010,771901768698,11525,Generation Z,Europe,0.743
12661,Turkey,2010,female,5-14 years,25,6182454,0.4,Turkey2010,771901768698,11525,Generation Z,Europe,0.743
12662,Turkey,2011,male,75+ years,45,860492,5.23,Turkey2011,832523681194,12237,Silent,Europe,0.759
12663,Turkey,2011,male,55-74 years,162,4380447,3.7,Turkey2011,832523681194,12237,Boomers,Europe,0.759
12664,Turkey,2011,male,35-54 years,266,9478566,2.81,Turkey2011,832523681194,12237,Generation X,Europe,0.759
12665,Turkey,2011,male,25-34 years,180,6458549,2.79,Turkey2011,832523681194,12237,Millenials,Europe,0.759
12666,Turkey,2011,male,15-24 years,177,6416997,2.76,Turkey2011,832523681194,12237,Millenials,Europe,0.759
12667,Turkey,2011,female,15-24 years,83,6126637,1.35,Turkey2011,832523681194,12237,Millenials,Europe,0.759
12668,Turkey,2011,female,75+ years,15,1274924,1.18,Turkey2011,832523681194,12237,Silent,Europe,0.759
12669,Turkey,2011,female,25-34 years,60,6266330,0.96,Turkey2011,832523681194,12237,Millenials,Europe,0.759
12670,Turkey,2011,female,35-54 years,82,9296163,0.88,Turkey2011,832523681194,12237,Generation X,Europe,0.759
12671,Turkey,2011,female,55-74 years,35,4781947,0.73,Turkey2011,832523681194,12237,Boomers,Europe,0.759
12672,Turkey,2011,female,5-14 years,23,6178913,0.37,Turkey2011,832523681194,12237,Generation Z,Europe,0.759
12673,Turkey,2011,male,5-14 years,20,6514392,0.31,Turkey2011,832523681194,12237,Generation Z,Europe,0.759
12674,Turkey,2012,male,75+ years,58,886919,6.54,Turkey2012,873982246102,12671,Silent,Europe,0.765
12675,Turkey,2012,male,35-54 years,399,9718299,4.11,Turkey2012,873982246102,12671,Generation X,Europe,0.765
12676,Turkey,2012,male,55-74 years,180,4532575,3.97,Turkey2012,873982246102,12671,Boomers,Europe,0.765
12677,Turkey,2012,male,25-34 years,227,6494243,3.5,Turkey2012,873982246102,12671,Millenials,Europe,0.765
12678,Turkey,2012,male,15-24 years,184,6425966,2.86,Turkey2012,873982246102,12671,Millenials,Europe,0.765
12679,Turkey,2012,female,75+ years,23,1325413,1.74,Turkey2012,873982246102,12671,Silent,Europe,0.765
12680,Turkey,2012,female,15-24 years,94,6140942,1.53,Turkey2012,873982246102,12671,Millenials,Europe,0.765
